time,mass,radius,x,y,z,x-velocity,y-velocity,z-velocity,x-acceleration,y-acceleration,z-acceleration,x-force,y-force,z-force
358312,7.349999999999999e+22,1700000.0,184534830.13321865,307578876.7552632,0.0,-906.2086373173651,518.0417396342002,0.0,-0.001554164717008664,-0.0026535849531422653,0.0,-1.142311067001368e+20,-1.9503849405595648e+20,0.0
361912,7.349999999999999e+22,1700000.0,181262473.427528,309426604.83463144,0.0,-911.7537568420917,508.4584376847279,0.0,-0.0015264413582298452,-0.0026704154567706306,0.0,-1.1219343982989361e+20,-1.9627553607264135e+20,0.0
365512,7.349999999999999e+22,1700000.0,177970334.24310297,311239724.6346184,0.0,-917.1987358324498,498.81505378673893,0.0,-0.0014985316411041353,-0.00268696361123147,0.0,-1.1014207562115393e+20,-1.9749182542551302e+20,0.0
369112,7.349999999999999e+22,1700000.0,174658774.28694287,313018021.69345737,0.0,-922.5429082850789,489.11260826377816,0.0,-0.0014704382833040407,-0.0027032272733795693,0.0,-1.0807721382284698e+20,-1.9868720459339832e+20,0.0
372712,7.349999999999999e+22,1700000.0,171328157.64600042,314761285.23637563,0.0,-927.7856180272573,479.3521291140659,0.0,-0.0014421640285921659,-0.0027192043226940896,0.0,-1.0599905610152418e+20,-1.9986151771801557e+20,0.0
376312,7.349999999999999e+22,1700000.0,167978850.75162652,316469308.2030811,0.0,-932.9262188106395,469.5346519284453,0.0,-0.0014137116467162895,-0.0027348926616183604,0.0,-1.0390780603364727e+20,-2.0101461062894948e+20,0.0
379912,7.349999999999999e+22,1700000.0,164611222.34367085,318141887.274939,0.0,-937.9640744046096,459.6612198070884,0.0,-0.001385083933299885,-0.00275029021590166,0.0,-1.0180366909754153e+20,-2.02146330868772e+20,0.0
383512,7.349999999999999e+22,1700000.0,161225643.43425182,319778822.90186304,0.0,-942.8985586892198,449.7328832749846,0.0,-0.001356283709727755,-0.002765394934942506,0.0,-9.968685266498999e+19,-2.0325652771827417e+20,0.0
387112,7.349999999999999e+22,1700000.0,157822487.27119207,321379919.32888144,0.0,-947.7290557477336,439.7507001961755,0.0,-0.0013273138230270333,-0.0027802047921338126,0.0,-9.755756599248694e+19,-2.043450522218352e+20,0.0
390712,7.349999999999999e+22,1700000.0,154402129.30112138,322944984.6224097,0.0,-952.4549599587041,429.7157356867529,0.0,-0.0012981771457431194,-0.002794717785209456,0.0,-9.541602021211926e+19,-2.05411757212895e+20,0.0
394312,7.349999999999999e+22,1700000.0,150964947.1322468,324473830.6961915,0.0,-957.075676087619,419.62906202661185,0.0,-0.00126887657581079,-0.0028089319365925806,0.0,-9.326242832209306e+19,-2.0645649733955466e+20,0.0
397912,7.349999999999999e+22,1700000.0,147511320.49679843,325966273.3369335,0.0,-961.590619378049,409.4917585699267,0.0,-0.0012394150364201442,-0.0028228452937451515,0.0,-9.10970051768806e+19,-2.0747912909026863e+20,0.0
401512,7.349999999999999e+22,1700000.0,144041631.21314198,327422132.22961026,0.0,-965.9992156423323,399.3049116543931,0.0,-0.0012097954758774493,-0.0028364559295190133,0.0,-8.89199674769925e+19,-2.0847951081964746e+20,0.0
405112,7.349999999999999e+22,1700000.0,140556263.14757124,328841230.9824341,0.0,-970.3009013517251,389.06961450918345,0.0,-0.0011800208674608583,-0.0028497619425082855,0.0,-8.673153375837307e+19,-2.0945750277435897e+20,0.0
408712,7.349999999999999e+22,1700000.0,137055602.175773,330223397.1515007,0.0,-974.4951237260395,378.78696716163495,0.0,-0.001150094209270749,-0.002862761457402926,0.0,-8.453192438140004e+19,-2.1041296711911503e+20,0.0
412312,7.349999999999999e+22,1700000.0,133540036.1439731,331568462.2650962,0.0,-978.5813408227187,368.4580763426745,0.0,-0.00112001852407472,-0.002875452625343396,0.0,-8.23213615194919e+19,-2.113457679627396e+20,0.0
415912,7.349999999999999e+22,1700000.0,130009954.82976075,332876261.847651,0.0,-982.5590216253513,358.08405539094935,0.0,-0.0010897968591472447,-0.002887833624276585,0.0,-8.010006914732248e+19,-2.1225577138432898e+20,0.0
419512,7.349999999999999e+22,1700000.0,126465749.90259577,334146635.4433581,0.0,-986.4276461316085,347.66602415568434,0.0,-0.0010594322861037279,-0.00289990265931255,0.0,-7.786827302862399e+19,-2.1314284545947242e+20,0.0
423112,7.349999999999999e+22,1700000.0,122907814.88400146,335379426.63943315,0.0,-990.1867054405562,337.20510889825323,0.0,-0.001028927900729045,-0.0029116579630822426,0.0,-7.56262007035848e+19,-2.140068602865448e+20,0.0
